,text,label
234,giao hàng nhanh vỏ hộp móp méo rách_nát mong giao hàng nguyên_vẹn giùm,"[1, 0, 0, 0, 0, 0, 0]"
235,shop gói hàng siêu cẩn_thận giao hàng nhanh hihi,"[1, 0, 0, 0, 0, 0, 0]"
236,lon sữa không móp méo sữa hạn t4 / 2021 shop dạo giao hàng vận_chuyển chậm,"[1, 0, 0, 0, 0, 1, 0]"
237,giao hàng nhanh sữa chưa chưa ngon không ngon,"[1, 0, 0, 0, 0, 0, 0]"
238,hàng giá rẻ giúp tiết_kiệm 20.000 thank,"[0, 1, 0, 0, 0, 0, 0]"
239,giai nhanh sữa 9 hãng giá rẻ hạn,"[1, 1, 1, 1, 0, 0, 0]"
240,sản_phẩm_chất_lượng không móp méo ủng_hộ giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
241,giao hàng nhanh hộp nguyên_vẹn không móp loại 7 / 21,"[1, 0, 0, 0, 0, 1, 0]"
242,ơn shop 5 ! ha_nội vân !,"[1, 0, 0, 0, 0, 0, 0]"
243,giao hàng nhanh 1 hộp tốt ủng_hộ tiếp,"[1, 0, 0, 1, 0, 0, 0]"
244,shop giao nhàng nhanh gói cẩn_thận ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
245,chất_lượng tuyệt_vời,"[0, 0, 0, 1, 0, 0, 0]"
246,giao hàng nhanh mua flasal giá hời đóng_gói cẩn_thận hạn ủng_hộ shop,"[1, 1, 0, 0, 0, 1, 0]"
247,tgian giao hàng vc shop giao chậm m quê chưa tận_tay_cầm sữa không đóng_gói chất_lượng tnao,"[1, 0, 0, 0, 0, 0, 0]"
248,giao hàng nhanh đóng_gói siêu kĩ nha mua shop n deal sale giá tốt,"[1, 1, 0, 0, 0, 0, 0]"
249,vật_lý photon ( tiếng việt_đọc phô tông phô tôn quang_tử ) một hạt cơ_bản hạt lượng_tử trường điện ánh_sáng như dạng bức_xạ điện hạt tải lực lực điện hiệu_ứng lực điện dễ_dàng quan_sát thang vi_mô,"[0, 0, 0, 0, 0, 0, 0]"
250,giao hàng nhanh đóng_gói cận thận shop hihi,"[1, 0, 0, 0, 0, 0, 0]"
251,shop gói cẩn_thận hộp không móp check code hi_vọng bé ổn,"[1, 0, 1, 0, 0, 0, 0]"
252,sản_phẩm đúng hàng air bil đầy_đủ rõ_ràng chủ tư_vấn nhiệt_tình giải_đáp thắc_mắc không mua hàng không ủng_hộ shop làm_ăn chân_chính như ❤ ️,"[0, 0, 1, 0, 1, 0, 0]"
253,đóg gói kỹ_càng giá rẻ mua mog yên_tâm chất_lượng,"[1, 1, 0, 1, 0, 0, 0]"
254,ok jm không g lv dmk ó l,"[0, 0, 0, 0, 0, 0, 0]"
255,chưa chưa đk vẻ ok,"[0, 0, 0, 0, 0, 0, 1]"
256,đóng_gói kĩ giao hàng nhanh dịp mua ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
257,hàng ! hàng oke thanks shop ủng_hộ 🥰,"[0, 0, 0, 0, 0, 0, 1]"
258,bỉm ok giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
259,giao hàng nhanh ! đóng_gói sản_phẩm chắc_chắn ! đưpj !,"[1, 0, 0, 0, 0, 0, 0]"
260,shope expres giao hàng gói chưa tốt cấn móp hộp,"[1, 0, 0, 0, 0, 0, 0]"
261,sản_phẩm tốt sản_phẩm tốt sản_phẩm tốt sản_phẩm tốt sản_phẩm tốt,"[0, 0, 0, 0, 0, 0, 0]"
262,giao hơi chậm chút_xíu hàng đóng_gói chắc_chắn sản_phẩm như mong_đợi chưa chưa chất_lượng hàng đóng lon ko 5 phục_vụ chu_đáo shop,"[1, 0, 0, 0, 1, 0, 0]"
263,đóng_gói cẩn_thận giao hàng siêu nhanh,"[1, 0, 0, 0, 0, 0, 0]"
264,sữa thơm ngon béo ngậy trộm_vía bé hợp lắm mẹ biếng ăn thử nha,"[0, 0, 0, 1, 0, 0, 0]"
265,falls uhhjk hđlđ dọa đóa issues,"[0, 0, 0, 0, 0, 0, 0]"
266,giá sale shock bé đêm 1 hộp uống đi ngủ,"[0, 1, 0, 0, 0, 0, 0]"
267,[ tb ] tặng 20 % giá_trị thẻ nạp 20 / 01 tiền km nội ngoại mạng 3 % nạp thẻ chi_tiết gọi 197 bấm phím 19 ( 0đ ) trân_trọng,"[0, 0, 0, 0, 0, 0, 0]"
268,chat luong san pham tuyet vou,"[0, 0, 0, 1, 0, 0, 0]"
269,hộp móp,"[1, 0, 0, 0, 0, 0, 0]"
270,mua hàng hài_lòng sản_phẩm giao hàng hơi không,"[1, 0, 0, 0, 0, 0, 0]"
271,sản_phẩm_chất_lượng yên_tâm hàng nhanh giá hợp_lý,"[1, 1, 0, 1, 0, 0, 0]"
272,giao hàng nhanh sữa oki ủng_hộ tiếp cám_ơn shop d,"[1, 0, 0, 1, 0, 0, 0]"
273,shop giao hàng nhanh date đúng quảng_cáo ! mong vợt sale ủng_hộ shop ! 🤑,"[1, 0, 0, 0, 0, 1, 0]"
274,thái_độ tệ mua hàng cân_nhắc mua đặt_hàng nhu_cầu không mua gửi yêu_cầu_hủy_đơn hàng chưa giao 2 giao chủ shop không đồng_ý huỷ thương_lượng đủ,"[0, 0, 0, 0, 1, 0, 0]"
275,giao hàng tương_đối nhanh ! hôm hôm ! hơi ! check mã_vạch ! hài_lòng,"[1, 0, 1, 0, 0, 0, 0]"
276,giao hàng nhanh đóng_gói cẩn_thận giá tốt hy_vọng bé uống hợp ủng_hộ tiếp,"[1, 1, 0, 0, 0, 0, 0]"
277,sữa chuẩn giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 1, 0, 0, 0, 0]"
278,một hộp móp không vui,"[1, 0, 0, 0, 0, 0, 0]"
279,giao hàng nhanh đóng_gói cẩn_thận chất_lượng sản_phẩm chờ,"[1, 0, 0, 0, 0, 0, 0]"
280,bé ăn sữa lớn như xu thui kiki sữa ổn,"[0, 0, 0, 0, 0, 0, 0]"
281,hàng hãng giao hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
282,mua hàng mấy hàng đóng_gói cthan hạn tiếc 11.1 không mua shope gửi ảnh video klq nhá vưac nhân hàng xong gửi dgia nè cubgx đag nấu_ăn,"[1, 0, 0, 0, 0, 1, 0]"
283,giao hàng gói cẩn_thận ok 👍,"[1, 0, 0, 0, 0, 0, 0]"
284,đóng_gói chắc_chắn bọc chống shock dày shop làm_ăn uy_tín giao đủ đúng hàng,"[1, 0, 0, 0, 1, 0, 0]"
285,sữa bột mua hộp to móp lắm hầu_như hộp móp,"[1, 0, 0, 0, 0, 0, 0]"
286,không shop soạn hàng hơi đều ổn mua giá rẻ,"[1, 1, 0, 0, 0, 0, 0]"
287,sữa chuẩn thơm mua shop lắm giao hàng nhanh lắm,"[1, 0, 1, 1, 0, 0, 0]"
288,đóng_gói cẩn_thận giao hàng nhanh giá rẻ chưa check mã không giả bé hợp_tác ủng_hộ shop,"[1, 1, 0, 0, 0, 0, 0]"
289,shop bọc chống xốc đầy_đủ móp hàng oke,"[1, 0, 0, 0, 0, 0, 0]"
290,mua 4 hộp sữa che không mã_vạch giao hàng nhanh shop tận_tình ủng_hộ dài_dài nha shop lười chụp hình 📸,"[1, 0, 1, 0, 1, 0, 0]"
291,fre ship extral tuyệt_vời hàng ngon giao vận_chuyển hơi,"[1, 0, 0, 1, 0, 0, 0]"
292,sản_phẩm như hình shop đóng_gói cẩn_thận chất_lượng đảm_bảo hàng hãng ủng_hộ shop,"[1, 0, 1, 1, 0, 0, 0]"
293,dịch_vụ giao hàng cấp_tốc 4h qui_định đặt_hàng 12h trưa hàng hôm chưa hàng 3 2 đều gọi shope giao mong cty làm_việc dịch_vụ,"[1, 0, 0, 0, 1, 0, 0]"
294,yubest m trung_thành dòng bỉm mỏng nhẹ thấm hút tốt giá_cả mua ah,"[0, 1, 0, 1, 0, 0, 0]"
295,đóng_gói chắc_chắn giao hàng nhanh mua sữa shop móp 3 hộp nt shop shop giải_thích mua flash sale giá rẻ chút,"[1, 1, 0, 0, 0, 0, 0]"
296,chất_lượng tốt giá oke,"[0, 1, 0, 1, 0, 0, 0]"
297,sản_phẩm tốt giao hàng nhanh chuẩn sữa úc hạn ủng_hộ tiếp,"[1, 0, 1, 1, 0, 1, 0]"
298,giao hàng nhanh đóng_gói cẩn_thận mk mua hàng chuẩn,"[1, 0, 1, 0, 0, 0, 0]"
299,bực_mình mua bỉm quần ship bỉm mù điên hàng hà_nội k mẹ mua hàng để_ý,"[1, 0, 0, 0, 1, 0, 0]"
300,hàng giao_hàng,"[1, 0, 0, 0, 0, 0, 0]"
301,tính_chất xu shsjsns js,"[0, 0, 0, 0, 0, 0, 0]"
302,giao hàng siêu t3,"[1, 0, 0, 0, 0, 0, 0]"
303,mua shop mấy đều oke,"[0, 0, 0, 0, 0, 0, 0]"
304,giao hàng nhanh đóng_gói cẩn_thận chắc_chắn sữa data mua hàng shop yên_tâm,"[1, 0, 0, 1, 0, 0, 0]"
305,váng sữa bé m ăn đợt hàng đợi mãi,"[0, 0, 0, 0, 0, 0, 1]"
306,mua móp 1 ít hộp hi_vọng vận_chuyển,"[1, 0, 0, 0, 0, 0, 0]"
307,hafng chat luong bvbvfbg fhgfr fhffg dffd svfs fgfef dvfd dfvf,"[0, 0, 0, 0, 0, 0, 0]"
308,sản_phẩm ưng 👍 hàng hạn ủng_hộ shop,"[0, 0, 0, 1, 0, 1, 0]"
309,k diễn_tả,"[0, 0, 0, 0, 0, 0, 1]"
310,sản_phẩm như mô_tả,"[0, 0, 0, 0, 0, 0, 1]"
311,sữa thơm hộp móp 2 chỗ bé uống ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
312,sữa thơm giá rẻ mong hàng chuẩn thị_trường lẫn_lộn hơi sợ sữa thơm giá rẻ mong hàng chuẩn thị_trường lẫn_lộn hơi sợ,"[0, 1, 0, 1, 0, 0, 0]"
313,sản_phẩm đóng_gói chắc_chắn không móp hạn 2022 giá_cả !,"[1, 1, 0, 0, 0, 1, 0]"
314,giao hàng nhanh đóng_gói chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
315,mua shop r mua_lẻ hộp không móp gói hàng chắc_chắn hàng bt hài_lòng date_xa,"[1, 0, 0, 0, 0, 1, 0]"
316,shop đóng_gói thận sữa ngậy rẻ chỗ ủng_hộ shop tiếp,"[1, 1, 0, 1, 0, 0, 0]"
317,sản_phẩm oke,"[0, 0, 0, 1, 0, 0, 0]"
318,giao hàng nhanh ship nhiệt_tình ủng_hộ tiếp 😍,"[1, 0, 0, 0, 1, 0, 0]"
319,giao hàng nhanh không móp chất_lượng oke,"[1, 0, 0, 1, 0, 0, 0]"
320,mua hàng shop hàng đóng_gói cẩn_thận một thùng 2 hộp 1 họp móp shop shop tư_vấn nhiệt_tình,"[1, 0, 0, 0, 1, 0, 0]"
321,đóng_gói cẩn_thận,"[1, 0, 0, 0, 1, 0, 0]"
322,giao hàng nhanh chất_lượng sản_phẩm tốt bột thơm bé date_xa,"[1, 0, 0, 1, 0, 1, 0]"
323,sữa mùi_vị bé mong hợp thể_trạng bé shop giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
324,hơi móp 2 hộp chưa bật sữa 5 giao thành_phố hcm nghệ_an nhanh như chớp,"[1, 0, 0, 0, 0, 0, 0]"
325,sua tot mua nhìu mua nha giá rẻ nhìu,"[0, 1, 0, 1, 0, 0, 0]"
326,shop đóng_gói cẩn_thận giao hàng nhanh hy_vọng bé kg,"[1, 0, 0, 0, 1, 0, 0]"
327,đóng_gói cẩn_thận giao hàng ok chưa bé uống thử không hàng_xách mua không chưa chất_lượng,"[1, 0, 0, 0, 0, 0, 0]"
328,sản_phẩm tốt sưã thơm pha shop giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
329,giao hàng nhanh bọc hàng cẩn_thận hàng chất_lượng mua 2 3,"[1, 0, 0, 1, 0, 0, 0]"
330,mua oke,"[0, 0, 0, 0, 0, 0, 0]"
331,mẹ kinh_khủng 😪,"[0, 0, 0, 0, 0, 0, 1]"
332,ko,"[0, 0, 0, 0, 0, 0, 0]"
333,mua 3 giao mất tuần liền bù mã giảm_giá rẻ ủng_hộ,"[1, 1, 0, 0, 0, 0, 0]"
334,giao hàng nhanh đủ số_lượng đóng_gói cẩn_thận date mua,"[1, 0, 0, 0, 1, 1, 0]"
335,mua 2 hàng tem mác rõ_ràng hướng_dẫn đầy_đủ ủng_hộ shop chụp ảnh sp đăng tạm xu,"[0, 0, 1, 0, 0, 0, 0]"
336,shop đóng_gói ẩu lon sữa móp shop không thiện_chí giải_quyết,"[1, 0, 0, 0, 1, 0, 0]"
337,10 meiji đổi san nan mua lon hợp_tác ủng_hộ shop,"[0, 0, 0, 0, 0, 0, 1]"
338,mua hàng shop ưng chất_lượng giá_thành tốt đóng_gói cẩn_thận chắc_chắn giao hàng nhanh,"[1, 1, 0, 1, 0, 0, 0]"
339,ok date_xa,"[0, 0, 0, 0, 0, 1, 0]"
340,hàng shop giao đủ đúng loại cám_ơn shop !,"[1, 0, 1, 0, 0, 0, 0]"
341,sữa vón tan mua mùi không thơm pha sữa xong nổi váng không_thể ham rẻ mua 2 chênh 100k cảm_giác không đảm_bảo,"[0, 1, 0, 1, 0, 1, 0]"
342,hop sua móp,"[1, 0, 0, 0, 0, 0, 0]"
343,dnjdn_d,"[0, 0, 0, 0, 0, 0, 0]"
344,bỉm mỏng nhẹ mặc tràn oke giá tiền,"[0, 1, 0, 1, 0, 0, 0]"
345,cám ơn shop date yên_tâm mua mom nha,"[0, 0, 0, 0, 0, 1, 0]"
346,shop giao hàng nhanh gói hàng cẩn_thận hàng chuẩn ok giá rẻ dịch săn voucher mua tích_trữ dần,"[1, 1, 1, 1, 0, 0, 0]"
347,mua n shop đóng hàng hơi ọp_ẹp may không móp méo chạy sale hàng đongs không cẩn_thận như oke oke,"[1, 0, 0, 0, 0, 0, 0]"
348,giá tốt hàng chuẩn giao hàng siêu nhanh đóng_gói cẩn_thận sữa hạn 🤪 mua,"[1, 1, 1, 0, 0, 1, 0]"
349,mua 852k rẻ chưa đợt 830k,"[0, 0, 0, 0, 0, 0, 1]"
350,chất_lượng sản_phẩm tốt 👌 giá ưu_đãi đẹp gói kỹ ship nhanh yêu shop,"[1, 1, 0, 1, 0, 0, 0]"
351,mua shop 3 chất_lượng không bàn nũa giao nhanh,"[1, 0, 0, 1, 0, 0, 0]"
352,mua sale giá hàng đóng_gói kĩ_càng chèn xốp dán niêm_phong hàng vỡ hộp sữa nguyên_vẹn không móp méo j ưng,"[1, 1, 0, 0, 1, 0, 0]"
353,mua ưng ủng_hộ shop thường_xuyên hihi,"[0, 0, 0, 0, 0, 0, 1]"
354,mua 2 shop ưng date check mã_vạch đầy_đủ ủng_hộ tiếp chúc shop buôn may đắt,"[0, 0, 1, 0, 0, 1, 0]"
355,sh giao hàng nhanh kg bé hợp_tác kg mong bé uống,"[1, 0, 0, 0, 0, 0, 0]"
356,hàng chuẩn shop đóng hàng cẩn_thận gửi hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
357,giao hàng nhanh shipper vui_vẻ nhiệt_tình ủng_hộ,"[1, 0, 0, 0, 1, 0, 0]"
358,shop giao đúng loại vị váng sữa,"[1, 0, 0, 0, 0, 0, 0]"
359,hàng đầu mua shop hi_vọng hiệu_quả ủng_hộ lâu_dài,"[0, 0, 0, 0, 0, 0, 1]"
360,uống chưa lên_cân,"[0, 0, 0, 0, 0, 0, 1]"
361,hàng shop giao đủ đúng loại sữa đóng_gói cẩn_thận,"[1, 0, 0, 0, 1, 0, 0]"
362,sản_phẩm y_như hình hạn thanks shop đảng nhà_nước 1 sản_phẩm_chất_lượng ntn,"[0, 0, 1, 1, 0, 1, 0]"
363,sữa hạn sữa thơm đúng !,"[0, 0, 0, 1, 0, 1, 0]"
364,dhhgj guuegh jhdjjjh vhgdt hhdrtu hitedf jgđtu cret gfuy ggggh,"[0, 0, 0, 0, 0, 0, 0]"
365,giao hàng nhanh sản_phẩm hài_lòng ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
366,mua shop 2 sữa thơm shop gửi giao hàng nhanh như 1 gió hnay hôm shop 5 *,"[1, 0, 0, 1, 0, 0, 0]"
367,black friday mất_công đơn hàng nhìu shipper không giao kịp nào_ngờ t5 t6 lun hn sg lận,"[1, 0, 0, 0, 0, 0, 0]"
368,hàng đx hình_ảnh minh_hoạ sp mua hai chất_lượng ok,"[0, 0, 0, 1, 0, 0, 0]"
369,sản_phẩm như hình hạn ủng_hộ shop tiếp,"[0, 0, 0, 1, 0, 1, 0]"
370,hàng hãng date giao hàng nhanh ủng_hộ shop,"[1, 0, 1, 0, 0, 1, 0]"
371,shop gửi sữa hàng ủng_hộ shop nhiu nhiu,"[0, 0, 0, 0, 0, 1, 0]"
372,vỏ cắt r dập dính keo nến kp sữa chất_lượng không in bìa kp sx hạn hoang_mang,"[0, 0, 0, 0, 0, 1, 0]"
373,chất_lượng san pham tot mua gia re lai tặng quà,"[0, 1, 0, 1, 1, 0, 0]"
374,giao hàng sữa mong hàng chuẩn,"[1, 0, 0, 0, 0, 0, 0]"
375,shop oi ghi mua 1 tặng 1 mua 3 bịch tặng 1 quà vây mua hộ ngại đồng_nghiệp,"[0, 0, 0, 0, 1, 0, 0]"
376,sữa ngon béo phẩm đúng giá giá rẻ mua mấy ủng_hộ shop,"[0, 1, 0, 1, 0, 0, 0]"
377,mua shop yên_tâm lắm,"[0, 0, 0, 0, 0, 0, 1]"
378,đóng_gói kỹ chắc_chắn hạn 202,"[1, 0, 0, 0, 0, 1, 0]"
379,mua đi mua nhìu,"[0, 0, 0, 0, 0, 0, 0]"
380,hàng nhanh đóng_gói hàng cẩn_thận shop buon may đẳt,"[1, 0, 0, 0, 0, 0, 0]"
381,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn !,"[1, 0, 0, 1, 0, 0, 0]"
382,shop đóng_gói tiến_bộ mua shop toàn thả mấy miếng xốp vụn hộp catton shop quấn tròn vòng_quanh đẹp_mắt gọn_gàng,"[1, 0, 0, 0, 0, 0, 0]"
383,sp tốt,"[0, 0, 0, 0, 0, 0, 1]"
384,hộp đẹp check mã_vạch đúng,"[1, 0, 1, 0, 0, 0, 0]"
385,ưng_ý sản_phẩm ! jkbju gij yln ịn uộ 58po 69998g 899i ui7uf 6uhoi,"[0, 0, 0, 0, 0, 0, 0]"
386,giao hàng nhanh 2 hộp móp 1 hộp,"[1, 0, 0, 0, 1, 0, 0]"
387,giao hàng nhanh 😘,"[1, 0, 0, 0, 0, 0, 0]"
388,sản_phẩm oki ạh mua shop nhân_viên giao hàng siêu không gọi giao hàng chờ cổ 😂 😂 😂 😂 😁,"[1, 0, 0, 1, 0, 0, 0]"
389,oke đóng_gói chắc_chắn kĩ chưa check code giá tốt mua thử 🙂,"[1, 1, 0, 0, 0, 0, 0]"
390,hàng bọc cẩn_thận như quảng_cáo,"[1, 0, 0, 0, 0, 0, 0]"
391,giao hàng nhang giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
392,giao hàng nhanh hộp sữa không móp uống oki mua tiếp mua hàng shope chủ_yếu uy_tín đúng hàng ủng_hộ dài_dài,"[1, 0, 1, 0, 0, 0, 0]"
393,sữa đóng_gói chắc_chắn cẩn_thận bé uống mua liên_tục mấy hộp liền hehehe,"[1, 0, 0, 1, 0, 0, 0]"
394,k mua shop chẳng tặng,"[0, 0, 0, 0, 0, 0, 1]"
395,vị ngon uống bé uống hộp không móp oke lắm,"[1, 0, 0, 0, 0, 0, 0]"
396,sp đầy_đủ nhãn_mác đóng_gói cẩn_thận chưa ok mua tiếp,"[1, 0, 1, 0, 0, 0, 0]"
397,shop đầu chưa ổn ^,"[0, 0, 0, 0, 0, 0, 1]"
398,đóng_gói cẩn_thận giao hàng nhanh mua giá flash sale áp mã giảm_giá rẻ,"[1, 1, 0, 0, 0, 0, 0]"
399,giao hàng nhanh sữa ok đóng_gói đẹp,"[1, 0, 0, 1, 0, 0, 0]"
400,giao hàng đầy_đủ đóng_gói đẹp chắc_chắn không móp méo chưa check code hi_vọng hàng chuẩn black more,"[0, 0, 0, 0, 1, 0, 0]"
401,mua chục hộp hàng,"[1, 0, 0, 0, 0, 0, 0]"
402,hàng tốt,"[0, 0, 0, 1, 0, 0, 1]"
403,chất_lượng tốt giao hàng nhanh ủng_hộ shop mong deal hơm,"[1, 0, 0, 1, 0, 0, 0]"
404,sản_phẩm móp méo không thiện_cảm_chút,"[1, 0, 0, 0, 0, 0, 0]"
405,giao hàng nhanh shop đóng_gói sản_phẩm cẩn_thận hàng đẩy đủ đúng loại schua hạn 03 / 21,"[1, 0, 1, 0, 0, 1, 0]"
406,hàng đóng_gói cẩn_thận ủng_hộ dài_dài,"[1, 0, 0, 0, 0, 0, 0]"
407,bé chưa uống kb chất_lượng đóng_gói sản_phẩm chắc_chắn hộp không móp méo,"[1, 0, 0, 0, 0, 0, 0]"
408,chất_lượng sản_phẩm tốt giao hàng nhanh gói hàng chắc_chắn 🧡,"[1, 0, 0, 1, 0, 0, 0]"
409,đóng_gói hàng cẩn thẩn hàng hãng hsd_dài 2022 giá tốt ^,"[1, 1, 1, 0, 0, 1, 0]"
410,shop đóng_gói cẩn_thận giao hàng nhanh mua shop tặng shop 5,"[1, 0, 0, 0, 0, 0, 0]"
411,hàng ok mua roiif uống ngon chưa cân,"[0, 0, 0, 1, 0, 0, 0]"
412,mua shop yên_tâm chất_lượng sản_phẩm đóng_gói đảm_bảo hàng uy_tín chất_lượng mng lo săn sale shop lo,"[1, 0, 1, 1, 0, 0, 0]"
413,nan,"[0, 0, 0, 0, 0, 0, 0]"
414,shop nhiệt_tình gói hàng cẩn_thận giá tốt mẹ mua,"[1, 1, 0, 0, 1, 0, 0]"
415,shop đóng hàng cẩn_thận giao hàng nhanh cám_ơn shop ủng_hộ shop dài_dài,"[1, 0, 0, 0, 0, 0, 0]"
416,không,"[0, 0, 0, 0, 0, 0, 0]"
417,sữa 30 / 10 1 / 1 sản_phẩm mua kèm sữa tắm tách đơn hôm đc đóng_gói kỹ sữa oki balo km xinh 2 ngăn thay_vì một ngăn to như balo khóa hơi hóc tí ok !,"[1, 0, 0, 1, 1, 0, 0]"
418,giá rẻ hạn giao nhanh mua r yên_tâm shop 🌺 ⭐ ️ 😌 😘 ❤ ️,"[1, 1, 0, 0, 0, 1, 0]"
419,giao hàng nhanh sản_phẩm đúng mô_tả đóng_gói sapr phẩm chắc_chắn chưa không bit chất_lượng r tiếp 😁,"[1, 0, 0, 0, 0, 0, 0]"
420,giao hàng siêu nhanh đóng_gói cực cẩn_thận mua ưng sản_phẩm,"[1, 0, 0, 1, 0, 0, 0]"
421,bọc hàng kĩ_càng check mã_vạch oki mong hàng chuẩn ủng_hộ,"[1, 0, 1, 0, 0, 0, 0]"
422,shop giao hàng nowship nhanh hạn phục_vụ khách_hàng tốt ủng_hộ tiếp !,"[1, 0, 0, 1, 1, 1, 0]"
423,bao_bì kiểu bóng mờ hơi loại mua không tnao,"[0, 0, 1, 0, 0, 0, 0]"
424,so_sánh 2 loại mom lựa_chọn : 1 yubest merries mỏng nhẹ đai chun lưng dày ngăn phân lỏng tốt ( m ị 3 4 1 merries tràn ngược lưng bẩn áo như yubest thấm không như merries,"[0, 0, 0, 0, 0, 0, 1]"
425,giao hang nhanh_chóng se_ung ho shop mua nhiu lan rui ok lam,"[1, 0, 0, 0, 0, 0, 0]"
426,hình_ảnh manh tchat xu hàng shop chuẩn đóng_gói ổn ủng_hộ shop,"[1, 0, 1, 0, 0, 0, 0]"
427,mua hàng shop mua tối may shop gọi báo shop xác_nhận gửi,"[1, 0, 0, 0, 0, 0, 1]"
428,mua 3 chất_lượng ok săn sale giá rẻ lắm good,"[0, 1, 0, 1, 0, 0, 0]"
429,giao hàng gói chắc_chắn tư_vấn nhiệt_lượng tốt ủng_hộ shop lâu_dài,"[1, 0, 0, 1, 1, 0, 0]"
430,giao hàng nhanh đóng_gói cẩn_thận không móp một_chút !,"[1, 0, 0, 0, 0, 0, 0]"
431,check mã_vạch oke mua nhièu,"[0, 0, 1, 0, 0, 0, 0]"
432,thuê phòng trọ 50m2 cầu nóng lạnh đủ giá : tiền 3 tháng_một cọc tiền 1 : 65 trần_bình_mai dịch_cầu giấy hà_nội đt :,"[0, 0, 0, 0, 0, 0, 0]"
433,giá tốt chăm_sóc khách_hàng tốt shop tặng mã giảm_giá,"[0, 1, 0, 0, 1, 0, 0]"
434,mua n ưng sữa rẻ chuẩn đóng_gói cẩn_thận yêu 😘,"[1, 1, 0, 0, 0, 0, 0]"
435,đóng_gói cẩn phẩm đủ hàng đúng sản,"[1, 0, 0, 1, 0, 0, 0]"
436,sữa hạn giá tốt,"[0, 1, 0, 0, 0, 1, 0]"
437,k ả đăng tạm shop giao hàng nhanh tv nhiệt_tình chúc shop buôn may đắt,"[1, 0, 0, 0, 1, 0, 0]"
438,hình_ảnh tính_chất minh_họa 10 xu mua hàng n,"[0, 0, 0, 0, 0, 0, 1]"
439,giao hàng siêu nhanh,"[1, 0, 0, 0, 0, 0, 0]"
440,shop giao hàng nhanh sữa vị ổn bất dung_nạp lactose mua kefir piima : ),"[1, 0, 0, 1, 0, 0, 0]"
441,sản_phẩm hàng gói tốt mua hàng nha,"[1, 0, 0, 1, 0, 0, 0]"
442,giao hàng nhanh_chóng đóng hàng cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
443,sp đóng_gói ok vận_chuyển nhanh mã g vận_chuyển đỡ tiền ship sữa thơm ngon bé hợp_tác m mua shop,"[1, 0, 0, 0, 0, 0, 0]"
444,tạm ảnh sữa hạn 2022 hộp không méo móp mẫu đóng_gói hàng cẩn_thận giao hàng nhanh,"[1, 0, 0, 1, 0, 1, 0]"
445,sản_phẩm đúng như hình_ảnh giao hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
446,giao hàng nhanh hàng hãng dhfjggs dùigje,"[1, 0, 1, 0, 0, 0, 0]"
447,mua hop thu 4 5 r vân đong gói oke giao hàng chang bì co luc tôn ship tiếc lấm 😭,"[1, 0, 0, 0, 0, 0, 0]"
448,hàng giao chậm_trễ,"[1, 0, 0, 0, 0, 0, 0]"
449,giao hàng nhanh hạn giá ổn shop,"[1, 1, 0, 0, 0, 1, 0]"
450,hàng đóng_gói cẩn_thận ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
451,shop giao hàng nhanh đóng_gói cũ săn sale giá siêu hời hàng hạn,"[1, 1, 0, 0, 0, 1, 0]"
452,đóng_gói cẩn_thận mong hàng chuẩn,"[1, 0, 0, 0, 0, 0, 0]"
453,hàng đóng_gói cẩn hàng giao hàng nhanh tốt,"[1, 0, 0, 0, 0, 0, 0]"
454,dkebd aksbd mdkebd spneis skdbfjx xjsmdj dkwbdkx,"[0, 0, 0, 0, 0, 0, 0]"
455,hộp sữa móp méo mặc_dù thùng nguyên chèn xốp,"[1, 0, 0, 0, 0, 0, 0]"
456,đóng_gói hàng cẩn_thận giá tốt thị_trường chất_lượng chưa thử ban_đầu hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
457,chất_lượng sản_phẩm tốt đóng_gói đẹp giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
458,bỉm yubest toàn mua shop c chủ shop nhiệt_tình lắm nha,"[0, 0, 0, 0, 1, 0, 0]"
459,sữa ok shipper giao hàng chậm thái_độ lồi_lõm hơi bực,"[1, 0, 0, 1, 1, 0, 0]"
